,N1,N2,N3,N4,N5,Powerball
46,4,18,26,34,55,23
53,4,11,46,57,66,25
55,3,10,23,41,51,22
62,20,32,39,40,65,25
2,1,12,32,41,62,24
10,14,21,51,61,69,23
31,8,16,36,41,55,24
36,1,21,32,33,54,24
40,19,20,42,51,54,22
44,16,19,33,41,43,22
55,14,28,50,53,69,24
61,21,26,41,42,69,22
10,27,34,37,51,67,25
29,13,22,49,52,57,21
41,16,26,39,53,69,22
42,9,15,30,51,64,22
54,2,15,29,53,58,22
0,2,19,27,51,52,20
2,4,9,15,27,35,21
3,2,3,9,31,53,21
6,5,9,21,28,37,20
42,11,26,33,47,52,23
58,3,12,18,20,31,22
60,17,34,43,53,61,25
61,3,11,16,38,59,21
64,1,5,7,30,33,18
6,15,29,35,43,44,17
10,6,23,28,68,69,20
11,4,6,51,64,69,25
15,11,15,16,46,47,20
21,17,22,32,39,41,16
33,15,18,34,52,66,24
34,10,11,25,31,48,24
43,7,24,57,58,62,25
44,13,21,26,43,62,25
53,24,31,32,35,48,15
59,5,15,28,50,63,22
5,16,23,25,34,66,24
11,1,2,27,38,43,20
12,17,19,27,41,48,22
29,9,15,21,30,57,16
33,13,14,35,42,53,18
35,11,18,35,44,62,24
36,6,7,44,62,63,17
45,9,31,34,51,52,25
49,17,25,38,55,58,19
51,9,14,22,45,50,20
55,19,20,28,52,56,22
61,2,13,24,30,53,17
2,2,12,46,61,63,19
7,6,30,41,42,61,25
11,16,20,26,48,57,24
14,7,21,34,54,65,23
33,21,23,33,50,61,18
35,16,17,34,58,59,24
45,10,15,17,47,53,20
46,8,25,31,47,62,20
53,9,12,41,50,55,24
58,28,29,32,40,52,22
59,12,18,26,50,54,19
62,18,22,25,55,69,16
3,12,28,35,60,61,21
4,15,16,34,35,57,25
9,3,17,24,36,56,25
19,10,11,13,32,40,25
24,3,4,26,52,58,23
30,11,12,19,33,43,20
31,8,20,34,48,63,23
49,16,24,39,54,63,25
53,16,18,54,56,60,25
56,16,20,42,45,46,18
63,26,29,32,39,50,21
2,4,6,8,31,58,17
4,7,13,16,23,46,25
5,3,8,26,47,61,18
7,1,23,28,34,68,22
12,4,10,11,44,50,25
27,4,16,22,40,66,24
31,14,29,30,49,54,24
33,5,20,33,34,68,24
35,3,11,18,29,49,22
37,22,23,33,35,39,18
48,4,8,16,19,42,22
53,6,9,49,60,68,22
60,4,13,42,49,51,23
61,6,12,15,24,48,19
63,7,14,18,33,35,23
2,5,19,47,48,49,24
3,14,24,33,36,67,21
11,18,28,30,61,64,20
16,3,7,16,44,48,21
17,15,17,26,27,52,21
18,3,17,36,38,53,19
28,3,10,29,49,58,22
30,2,25,48,50,52,23
32,6,19,37,49,57,24
34,2,13,17,34,39,21
36,6,8,52,55,68,20
37,17,21,30,39,67,23
63,2,3,16,17,27,22
4,7,20,38,46,64,22
6,4,8,18,49,67,24
24,1,14,42,44,46,20
26,6,9,32,36,66,23
30,14,16,27,29,51,22
35,2,18,36,39,44,23
50,4,6,22,59,69,15
51,6,22,36,38,58,24
53,12,13,28,51,56,23
55,4,12,32,46,62,25
11,1,3,14,27,48,22
15,4,8,13,23,46,22
17,5,11,19,29,33,23
22,3,10,28,31,50,22
25,20,30,31,50,55,18
50,5,17,23,30,34,24
54,15,23,34,47,61,21
56,10,12,27,50,51,17
62,7,19,33,36,55,22
23,14,22,46,54,68,25
41,4,11,19,53,68,25
64,26,27,31,44,53,23
5,4,11,13,14,58,21
6,14,16,27,28,32,23
12,5,8,20,27,37,25
14,10,17,22,27,36,25
16,5,9,33,56,58,23
20,5,7,30,43,58,19
25,17,26,39,45,49,20
32,3,4,6,41,54,20
35,7,17,19,36,65,25
44,7,10,23,40,48,20
52,4,15,16,38,62,21
53,1,8,16,23,36,25
61,1,20,21,32,63,24
2,6,36,38,49,60,22
29,8,20,34,48,63,25
31,6,14,25,33,34,24
34,5,19,24,59,65,25
46,1,30,39,42,56,22
48,9,11,25,40,68,17
2,6,25,37,44,66,20
6,13,19,36,46,68,18
10,10,36,47,49,58,24
12,5,20,25,37,57,21
19,2,25,35,52,60,20
25,1,23,41,49,59,20
32,4,9,33,46,47,21
45,2,6,11,37,41,22
50,11,17,23,26,54,21
8,15,21,30,54,55,25
24,10,19,25,42,68,17
33,1,15,21,39,63,24
40,4,11,28,51,56,24
43,3,9,20,30,31,25
46,1,4,15,27,45,23
57,21,36,39,46,51,23
2,7,13,17,30,56,25
19,6,10,24,43,49,23
20,7,11,18,37,69,22
23,7,19,39,51,63,18
24,22,30,31,51,59,24
32,12,31,35,45,49,25
33,9,27,28,42,49,22
36,9,17,27,35,45,24
53,2,6,25,29,32,20
57,3,15,33,37,38,19
61,20,35,43,44,53,25
64,1,25,26,30,50,21
2,3,4,10,26,59,25
15,14,15,27,30,46,20
38,4,15,31,50,52,19
49,3,17,29,51,64,20
57,17,26,33,51,52,19
58,14,21,39,40,55,23
60,20,27,30,43,51,22
61,14,23,27,29,56,25
9,6,7,18,21,39,24
10,14,18,36,39,48,25
23,7,12,14,33,67,24
26,4,23,28,66,69,24
33,1,3,36,37,44,23
40,1,13,36,48,50,21
51,7,10,19,36,54,24
60,19,20,34,53,57,18
61,19,24,38,46,48,22
63,1,30,40,57,58,23
2,9,14,18,34,52,22
3,11,14,19,56,66,25
4,7,9,26,60,63,22
8,20,27,48,54,61,25
12,14,17,34,39,65,22
16,4,9,10,11,66,20
17,12,23,27,54,65,25
26,8,18,21,28,36,23
27,5,8,33,39,49,23
36,4,10,16,30,33,19
39,4,5,25,29,40,21
42,9,13,18,45,65,21
53,7,8,11,51,52,25
1,6,8,27,55,69,20
2,5,40,47,48,57,25
5,2,8,13,24,58,21
16,7,34,39,41,51,22
22,3,5,9,54,58,22
27,5,12,47,49,66,22
28,16,21,28,60,61,23
32,5,25,28,32,52,23
35,1,3,8,13,32,21
36,17,20,21,26,33,24
37,20,23,40,47,52,22
52,18,21,23,32,42,25
61,4,12,16,46,50,17
2,13,26,38,46,56,21
12,2,36,39,51,56,25
30,5,11,12,25,48,22
31,4,24,39,42,65,23
33,4,20,25,32,34,24
36,1,8,33,44,60,23
38,1,22,28,32,48,21
57,39,40,47,51,63,25
60,5,7,35,48,52,21
10,3,5,12,28,35,21
12,26,35,36,63,64,24
13,13,14,29,39,46,22
20,3,11,15,43,45,20
21,13,27,35,41,43,20
26,5,7,15,42,62,23
28,11,12,18,35,66,24
29,9,13,22,28,66,23
33,2,3,7,30,40,20
35,15,17,21,33,62,24
42,12,24,28,40,47,20
46,15,16,20,56,63,23
52,2,12,24,27,53,19
60,14,19,21,25,60,24
61,13,19,28,29,56,20
6,3,7,13,38,58,21
9,12,19,28,40,56,20
11,1,8,9,23,55,22
13,14,23,27,52,61,22
21,9,13,29,33,50,22
27,22,27,32,53,68,21
29,5,10,43,49,53,25
36,27,28,36,37,66,24
58,3,10,19,49,52,21
16,16,18,33,42,56,24
26,20,26,30,32,35,24
28,5,24,27,50,56,22
38,9,14,27,35,62,17
42,5,7,16,40,63,24
56,2,16,18,27,67,20
58,4,8,9,10,51,23
61,1,10,15,27,32,22
2,1,13,19,29,51,24
15,1,7,9,51,65,20
17,24,27,34,57,66,25
25,1,5,24,54,56,25
26,18,23,29,30,37,24
29,8,18,21,53,58,23
32,8,9,22,37,46,21
39,21,30,34,35,62,19
46,2,8,23,47,63,20
51,7,10,11,32,62,21
52,1,31,39,42,58,23
53,1,9,23,39,48,24
55,16,22,25,27,33,24
60,4,23,26,55,59,22
7,9,12,19,50,61,22
14,22,28,29,39,43,25
20,4,15,33,45,63,24
24,7,25,28,40,56,20
31,2,6,34,50,63,22
33,6,17,18,40,66,21
35,3,8,26,56,58,20
42,8,17,18,39,57,21
48,8,25,32,46,51,20
64,6,10,25,44,65,22
1,7,12,14,15,66,22
10,3,5,29,62,69,21
19,9,22,31,41,68,20
21,8,11,18,19,34,20
31,18,30,47,50,55,20
32,5,21,24,27,30,25
35,8,21,33,48,57,22
36,10,13,28,55,57,20
40,15,18,21,28,65,25
44,10,12,24,34,56,21
46,13,24,30,45,49,21
56,13,20,37,44,47,21
4,21,29,41,46,55,23
11,1,13,22,28,61,20
12,8,15,16,44,69,24
22,8,26,37,48,52,23
33,6,9,15,53,55,17
36,8,19,21,41,65,23
45,4,11,19,38,47,22
61,9,13,26,63,65,23
63,23,25,30,35,69,19
64,7,10,31,55,57,21
2,7,11,20,26,45,23
4,3,8,37,56,57,15
6,5,15,17,22,68,25
8,4,5,44,50,59,23
16,1,5,13,14,59,18
19,16,17,22,38,63,25
27,7,22,39,46,58,24
29,4,6,32,41,53,21
33,2,16,17,24,59,25
35,1,4,32,46,65,19
39,8,29,33,35,53,25
43,1,15,23,48,50,18
61,13,27,35,47,63,20
62,16,21,28,45,51,24
63,1,4,6,15,28,23
2,1,11,26,54,56,20
4,1,5,10,24,32,22
5,13,30,47,50,59,23
15,2,3,9,25,34,20
28,1,10,33,44,63,21
35,12,17,51,52,59,19
40,1,13,26,59,60,22
41,12,30,38,45,67,17
52,1,2,22,65,67,20
58,17,19,41,42,58,22
64,8,14,40,44,69,22
1,7,18,19,35,42,24
9,17,29,44,49,58,25
15,6,7,31,36,60,21
16,11,16,40,41,64,21
24,1,11,16,44,67,18
36,9,26,30,40,67,22
39,11,39,42,44,53,24
40,2,11,31,43,66,18
46,13,37,48,53,55,24
48,6,22,34,56,65,18
49,8,12,20,29,66,25
52,29,33,37,52,58,22
57,36,37,43,45,62,23
58,7,16,17,58,63,22
6,6,11,39,45,48,19
14,17,27,34,48,63,23
16,2,4,21,50,51,23
19,7,33,42,49,60,22
32,8,9,27,41,46,25
37,7,25,26,38,40,22
45,16,22,44,52,64,21
49,5,8,17,30,41,22
53,6,12,24,40,46,20
61,7,9,21,39,41,20
62,7,23,39,45,62,18
63,5,10,20,28,52,24
7,4,6,27,34,42,25
16,1,4,7,35,69,21
22,6,33,39,57,60,22
25,2,31,38,48,63,24
34,6,18,21,22,45,23
35,11,31,37,49,56,21
37,18,20,21,43,45,22
52,13,17,37,55,64,22
53,4,17,48,56,68,19
54,19,28,29,44,55,24
58,1,14,19,52,69,23
61,15,26,27,34,37,22
62,10,13,46,54,67,21
2,3,4,7,24,32,25
8,3,14,29,31,69,25
14,5,13,29,40,50,23
28,2,7,10,31,39,22
35,11,12,42,51,57,20
39,6,10,20,42,68,19
40,2,7,14,35,57,22
47,15,27,29,31,52,23
57,7,14,35,62,64,19
58,25,35,40,46,52,24
61,11,36,41,52,54,24
2,1,6,9,47,65,22
3,12,13,43,48,54,23
6,6,13,16,19,59,20
26,3,7,27,50,53,22
28,2,18,40,54,67,23
36,16,29,42,57,59,23
43,22,24,27,35,64,25
58,20,26,33,38,53,19
61,10,14,30,48,63,19
62,2,5,18,41,46,24
2,3,4,17,57,61,25
4,9,12,14,19,61,24
5,11,23,29,48,50,21
16,1,4,13,28,44,25
25,9,10,41,43,65,21
27,6,13,23,30,59,21
30,1,11,27,44,55,18
32,3,14,38,62,64,24
38,1,8,17,21,32,22
40,15,21,23,32,58,24
51,17,18,19,24,69,20
55,2,14,21,51,62,19
56,1,9,11,12,59,21
4,6,12,30,32,56,23
6,2,15,17,46,65,20
26,12,17,25,45,56,19
29,6,11,45,54,61,21
37,14,25,33,38,41,24
47,10,11,21,46,61,25
48,13,31,34,37,58,21
55,25,29,43,52,59,23
0,8,15,39,42,58,22
4,17,20,23,38,39,25
6,1,4,5,26,64,22
23,7,8,54,61,68,22
26,9,13,14,16,40,24
27,12,16,25,35,52,20
29,12,13,36,39,50,20
33,12,13,25,29,33,23
38,21,28,39,52,56,23
40,1,8,24,42,61,17
46,4,12,22,28,43,24
49,2,22,39,41,47,24
51,8,13,17,18,65,19
54,5,12,22,41,48,21
61,12,14,23,24,64,20
6,10,12,19,42,43,21
7,7,10,30,38,55,22
16,11,25,35,50,54,22
21,8,13,24,41,53,20
33,9,12,15,23,33,21
40,4,30,31,36,59,21
45,11,16,36,47,53,25
53,1,3,4,44,69,24
3,4,9,16,17,45,24
18,2,4,18,36,39,22
31,18,19,20,44,48,24
35,15,27,33,41,59,22
36,4,26,29,57,63,19
42,7,11,29,31,64,21
44,13,22,31,59,61,21
45,19,28,34,35,38,18
62,3,4,23,27,29,19
6,10,27,42,46,59,22
9,1,23,40,44,57,20
14,12,14,19,30,52,24
17,6,11,15,32,37,22
30,6,33,36,44,48,20
32,9,19,48,52,67,24
40,20,31,36,51,62,19
42,5,11,13,26,48,22
45,4,29,36,53,57,20
46,4,29,32,41,47,25
53,16,17,29,41,42,24
58,11,12,20,37,43,23
60,7,11,17,37,56,22
61,11,24,31,33,54,23
5,4,9,12,42,49,18
6,1,5,6,50,51,20
8,23,27,32,40,59,21
16,11,31,32,63,64,24
30,5,13,16,36,45,24
33,2,12,22,28,55,18
35,2,5,9,59,64,16
51,3,11,37,39,58,20
52,1,9,34,42,68,18
53,12,16,24,26,43,21
56,2,10,18,29,51,24
5,9,25,28,52,66,24
6,16,21,27,43,69,22
7,5,6,14,33,52,25
9,4,8,17,42,68,19
11,23,26,28,49,63,22
14,12,17,23,44,51,25
32,10,15,34,52,64,18
49,9,24,33,35,49,22
51,24,25,34,36,49,20
53,5,20,22,44,67,19
6,7,23,36,52,60,20
7,16,20,25,37,54,18
9,30,36,39,41,53,24
11,4,20,50,57,67,24
18,4,8,10,43,65,22
28,17,27,30,35,46,24
32,5,10,32,33,63,18
46,1,9,22,46,68,23
56,24,30,31,44,60,18
2,7,9,39,46,64,18
7,25,30,37,53,56,20
12,30,34,38,52,59,24
23,4,21,31,38,58,19
27,7,14,25,38,67,22
30,7,14,18,32,55,24
31,4,5,29,36,48,17
39,1,15,20,34,58,21
40,2,6,47,49,51,18
61,8,14,24,29,54,21
62,4,6,13,28,43,19
64,15,22,28,52,65,16
0,5,10,29,49,56,24
2,8,18,28,50,58,24
5,10,17,38,39,52,21
11,20,31,33,43,58,19
13,4,26,34,66,69,23
19,1,17,22,39,58,18
32,8,14,21,38,40,17
35,16,28,49,52,54,20
39,7,8,21,40,59,20
55,6,27,40,49,61,22
56,3,12,22,25,45,18
58,4,32,38,43,51,23
63,17,23,27,37,44,16
3,4,9,26,37,69,21
11,12,21,31,33,56,19
14,8,12,16,23,34,24
32,14,38,43,51,59,24
34,2,26,30,47,59,23
41,11,28,40,44,50,23
42,11,20,29,33,45,21
43,7,8,32,47,68,17
51,1,2,12,24,61,25
55,25,31,33,47,51,21
56,3,19,24,53,61,20
60,3,6,34,38,47,25
0,1,5,26,36,65,23
2,11,25,31,39,61,22
5,1,13,21,54,65,19
6,2,5,29,54,57,16
12,10,14,17,27,37,21
16,9,31,37,41,54,20
19,6,37,41,46,66,24
25,16,19,34,43,58,23
32,10,14,15,18,51,22
50,6,15,21,32,37,24
8,3,6,10,26,50,20
9,13,14,16,26,56,22
22,18,25,27,38,41,19
28,1,5,42,45,57,24
42,8,9,30,59,68,22
48,4,19,20,22,37,25
56,2,4,10,17,63,18
59,27,34,37,42,63,23
0,3,6,9,34,38,22
6,25,26,33,47,49,23
9,19,28,30,40,46,22
13,1,9,11,16,41,21
16,10,29,34,35,39,22
27,12,24,31,34,66,22
29,4,7,23,33,54,25
36,10,18,25,45,51,24
54,14,24,30,53,60,23
57,20,30,32,40,68,17
61,3,6,19,23,29,24
9,4,14,33,40,50,20
15,16,24,29,49,59,22
21,10,13,43,45,58,17
25,15,33,34,56,65,20
27,7,17,20,22,57,19
39,7,12,18,32,42,21
40,32,38,40,41,55,18
44,6,16,28,51,67,21
64,8,32,33,48,60,25
3,6,25,35,39,48,21
4,3,14,29,64,67,19
16,14,16,22,26,37,19
20,24,26,35,52,62,21
23,3,7,33,35,42,20
25,7,13,24,29,64,20
26,1,9,25,27,31,21
27,7,9,16,28,59,25
32,2,6,7,24,48,20
39,1,9,18,38,41,23
46,1,5,26,41,54,17
51,8,11,12,52,64,17
59,14,27,29,42,64,20
60,8,9,14,27,52,17
5,23,25,26,27,47,24
8,8,31,38,41,50,24
17,2,3,35,56,59,19
32,12,13,43,62,64,25
33,4,15,16,21,68,20
35,7,9,14,23,64,25
36,8,19,33,39,58,20
39,12,15,30,37,43,18
40,10,15,26,32,50,23
41,25,30,31,36,50,22
43,3,11,26,34,63,19
44,4,25,36,47,65,23
53,19,29,31,36,38,18
54,1,4,18,21,43,19
59,1,5,23,39,54,20
61,3,4,5,12,50,23
6,22,25,27,37,50,24
22,29,31,40,51,58,22
23,4,15,24,27,42,25
27,7,28,29,53,60,21
31,5,13,19,64,68,18
35,18,21,28,30,56,22
44,8,9,21,33,69,23
48,5,7,32,43,51,18
49,1,3,9,15,40,25
58,1,25,31,32,53,22
61,5,32,37,52,64,24
64,28,29,38,48,57,22
9,1,3,39,43,61,25
15,16,41,46,47,51,23
24,16,18,37,38,49,25
35,32,35,37,43,45,25
36,9,19,25,51,57,21
37,1,15,28,34,52,24
50,15,23,31,51,62,21
58,4,8,30,53,62,16
61,6,22,26,39,56,25
2,9,12,19,44,51,17
6,29,39,40,42,49,21
19,11,12,25,50,60,21
20,15,31,37,49,61,24
23,21,23,34,39,61,20
35,2,10,29,43,45,24
38,6,9,15,16,32,21
39,3,5,18,43,53,24
43,3,22,23,34,37,24
46,1,4,9,32,46,23
58,7,10,12,28,37,24
8,2,23,30,54,62,22
16,1,9,30,55,61,21
26,17,26,39,49,57,20
30,13,29,32,45,53,25
34,9,20,30,34,66,19
35,3,4,9,26,64,21
45,9,14,41,56,62,22
49,15,16,40,42,52,24
51,4,6,34,36,39,25
59,13,16,39,52,60,21
60,25,28,30,40,43,24
2,6,9,12,22,66,25
5,10,17,23,61,65,16
8,12,19,26,38,53,23
23,15,21,27,44,56,24
39,4,14,15,52,65,21
41,21,29,34,37,39,20
46,11,32,33,37,61,21
58,1,11,23,56,64,25
2,11,13,19,47,53,21
31,4,22,32,38,43,21
36,13,32,33,37,68,23
37,3,16,20,51,67,24
48,4,15,28,32,63,18
51,8,14,23,51,58,18
53,3,6,17,27,45,22
55,14,17,24,31,45,16
56,6,14,19,35,59,24
58,12,35,37,40,49,17
61,21,22,37,41,65,20
5,18,19,33,51,69,24
15,5,7,11,36,46,23
16,2,8,28,43,54,18
28,11,27,34,48,51,20
29,1,10,13,16,66,22
32,5,17,42,58,68,22
33,4,9,38,56,66,24
36,3,5,6,37,39,22
40,5,14,17,24,66,23
43,5,10,12,21,24,19
48,7,12,32,49,57,22
54,1,15,17,33,36,25
57,12,16,28,36,40,19
61,10,11,23,59,61,21
11,1,5,37,63,64,21
13,2,8,24,41,47,22
27,1,6,15,20,32,25
33,2,10,11,55,69,25
34,9,10,13,15,34,22
36,10,15,22,37,65,24
54,22,27,34,56,66,25
61,8,10,20,27,44,21
2,4,24,29,34,45,19
6,9,17,26,34,40,18
10,7,10,22,49,62,19
14,4,11,13,37,41,21
25,13,25,32,47,64,21
26,1,8,18,33,35,19
35,5,7,16,43,69,23
36,7,10,27,32,37,19
38,9,26,37,41,58,18
41,4,24,27,44,61,20
46,32,35,37,41,59,20
49,2,5,12,41,53,25
52,5,11,13,47,58,23
55,1,12,28,42,66,21
61,13,24,31,58,68,21
0,6,32,35,37,39,25
3,9,23,46,57,65,21
4,4,7,11,15,18,24
6,11,13,25,40,52,21
12,2,6,19,46,54,21
26,7,19,26,30,63,23
30,5,11,46,50,63,19
32,10,12,17,21,34,20
36,10,19,21,35,50,22
58,3,4,6,9,29,23
60,1,2,5,27,42,20
13,2,7,24,34,65,25
19,7,19,48,51,68,23
21,7,10,28,42,46,22
45,9,12,33,37,66,19
51,11,14,16,53,55,18
53,11,17,32,45,49,25
54,22,32,37,45,53,25
56,10,12,42,60,69,18
4,9,38,44,51,53,23
5,7,10,28,36,58,17
22,18,19,29,41,61,20
36,4,11,33,42,43,24
41,1,10,40,55,61,17
42,11,14,16,20,30,19
43,11,15,29,34,67,16
53,2,8,15,21,31,25
59,2,10,11,34,60,18
61,1,9,21,26,46,18
63,1,7,14,27,36,23
2,3,5,20,52,60,22
6,1,23,28,64,67,24
13,4,9,25,43,50,20
16,17,22,26,31,39,21
24,17,19,41,46,56,23
25,12,23,28,41,65,21
31,3,23,34,44,61,24
49,6,10,31,48,57,20
50,6,13,19,29,63,25
54,23,26,36,41,52,24
61,19,30,31,60,64,20
14,13,18,33,41,57,23
16,12,15,20,62,67,23
17,10,29,37,45,65,24
25,1,5,33,40,68,24
39,14,21,28,50,61,24
49,9,10,21,43,51,25
62,5,8,19,38,40,24
0,8,13,44,55,64,21
1,4,10,15,34,65,22
6,5,17,20,36,65,21
20,1,8,14,37,38,18
35,2,12,22,27,47,21
37,6,12,14,31,34,17
38,9,17,31,37,41,19
43,17,27,37,42,65,22
48,3,20,22,27,39,18
49,3,20,29,50,58,23
53,4,7,12,41,64,19
62,22,27,33,37,67,23
64,5,12,32,33,46,23
4,6,23,25,38,40,16
10,14,15,29,33,67,24
14,12,13,19,45,68,24
17,8,20,45,47,56,25
33,2,15,47,48,51,19
35,6,11,32,38,53,23
53,6,12,13,26,38,16
54,4,6,14,19,66,24
55,3,16,18,23,33,20
56,4,21,36,60,62,19
2,4,19,25,46,52,22
16,11,19,27,47,65,22
18,4,8,24,32,52,19
26,15,24,34,36,54,22
31,1,9,13,33,36,17
33,23,30,49,50,68,24
37,5,34,37,45,67,25
38,2,14,18,39,59,21
40,1,5,10,28,31,22
42,6,11,27,50,69,21
46,8,10,35,48,60,23
47,7,23,27,31,44,22
50,2,21,24,26,49,22
52,5,15,29,35,46,20
61,2,4,12,20,31,22
12,3,10,41,43,60,19
14,6,9,32,50,58,23
33,9,13,26,42,45,22
37,12,13,29,38,39,19
38,10,18,23,24,69,20
41,4,5,6,33,62,19
43,9,31,38,52,54,24
54,3,7,30,48,59,16
57,2,24,29,49,54,22
3,9,10,13,15,66,20
6,12,18,41,50,64,20
19,10,35,38,43,51,21
21,1,5,21,47,64,22
26,10,11,24,27,40,19
33,9,17,27,45,54,21
36,3,5,8,21,23,25
46,7,18,39,47,48,23
48,7,22,25,36,37,23
49,23,30,33,40,55,24
54,13,16,42,50,58,22
57,7,9,10,54,68,24
58,15,31,42,45,59,22
62,2,15,34,60,65,23
6,3,6,8,11,39,21
16,1,18,19,32,36,22
30,4,8,11,40,53,19
36,7,13,20,42,47,21
40,11,16,38,63,64,25
43,15,19,26,28,37,18
49,1,14,17,25,31,24
50,19,30,33,48,56,24
53,7,15,23,45,46,19
56,4,10,43,57,60,21
1,9,13,28,54,57,23
2,4,5,10,24,44,21
6,26,31,47,55,66,25
16,11,13,26,27,51,18
27,12,26,27,53,57,24
28,7,13,31,66,67,24
46,17,23,33,37,42,21
60,12,16,20,21,62,25
9,6,13,24,44,54,16
16,5,38,43,47,66,24
20,6,12,32,48,54,22
32,9,37,39,58,66,25
33,5,10,42,55,67,17
38,4,6,39,43,63,14
40,9,23,31,39,54,21
41,1,4,8,18,36,23
53,10,27,36,57,64,25
57,3,10,18,29,35,19
58,10,14,15,27,48,23
2,22,27,31,36,44,21
3,8,12,23,27,57,21
7,8,15,30,62,68,24
11,10,15,24,39,47,19
13,1,12,17,40,69,21
14,2,15,26,29,49,22
16,19,21,25,33,45,18
18,7,17,20,50,51,19
35,7,20,37,40,52,22
40,9,15,20,22,33,24
42,4,11,12,31,47,22
46,12,13,22,34,39,20
47,2,6,13,32,46,24
53,8,10,39,41,55,25
56,1,21,26,29,68,24
3,6,22,26,48,62,23
7,2,10,31,46,66,20
13,1,4,11,42,48,25
31,10,25,28,44,61,19
32,21,27,41,46,48,20
33,6,9,13,46,56,23
35,1,38,40,53,63,25
40,16,30,33,39,66,24
42,4,20,29,45,61,21
54,4,20,43,45,60,17
57,7,10,13,22,29,25
58,7,17,30,35,40,24
6,13,26,33,59,62,22
20,11,17,31,33,68,24
25,20,27,32,43,49,22
28,8,15,31,67,69,17
47,2,21,41,52,54,24
57,2,7,19,45,51,17
58,1,6,22,46,55,19
63,5,15,24,30,61,19
13,13,18,37,48,65,21
17,27,30,38,40,57,17
21,17,26,33,52,54,23
22,14,25,28,29,37,24
32,1,21,38,45,46,20
36,11,21,42,50,58,25
41,10,17,19,20,47,23
59,3,8,14,28,58,21
60,4,14,35,37,69,20
61,3,18,37,40,64,21
63,3,7,39,43,45,21
64,3,11,22,23,50,25
1,4,5,16,36,52,21
6,8,14,15,26,27,23
16,1,2,9,39,44,21
17,15,20,32,35,66,25
24,3,13,19,45,67,17
26,3,6,10,31,35,25
34,23,28,29,58,63,25
53,2,9,12,39,63,22
56,1,4,12,36,64,17
0,11,12,25,32,62,21
2,13,21,34,39,63,15
6,4,6,34,35,38,22
12,10,15,28,49,56,21
13,4,13,14,31,51,23
15,5,7,21,27,42,18
24,5,12,22,41,50,18
32,17,39,40,51,56,23
33,13,27,28,33,44,25
35,5,8,12,14,41,21
50,12,18,32,40,48,21
56,7,14,17,18,36,20
61,8,10,12,37,54,18
0,2,11,19,27,43,25
8,15,31,44,47,52,19
9,5,26,44,51,61,22
16,1,20,41,43,65,25
17,4,9,11,28,59,16
20,22,25,47,54,60,23
31,4,6,17,20,23,19
32,1,30,31,32,63,23
34,6,18,40,42,66,22
36,17,21,22,55,67,25
43,1,7,13,49,64,21
53,3,17,33,43,48,20
61,20,22,32,36,41,25
2,1,9,13,54,65,22
6,5,8,14,29,36,20
11,7,8,16,36,54,19
16,5,24,31,36,42,20
24,14,24,28,41,69,18
32,6,11,18,63,66,21
33,4,11,26,40,58,21
34,5,14,22,30,61,20
36,4,9,19,20,34,22
49,3,19,40,47,62,24
51,18,21,35,49,65,23
52,4,11,26,46,60,25
56,10,26,37,39,52,20
57,1,16,26,36,43,25
59,25,27,30,36,37,17
61,20,21,35,56,58,25
0,9,17,33,36,60,22
1,2,8,12,17,51,22
4,2,13,25,32,53,24
15,4,10,14,50,57,23
16,7,8,27,42,59,22
18,12,17,39,44,51,21
20,5,20,32,45,57,22
32,5,7,27,36,47,19
37,2,13,28,30,59,22
39,3,24,33,44,52,22
40,23,25,26,46,49,19
46,3,4,18,37,50,20
50,9,24,36,44,48,20
5,7,11,17,30,63,23
6,20,30,32,42,53,22
13,4,15,31,51,53,22
17,2,6,22,31,49,25
31,4,6,31,56,60,22
35,10,12,16,59,61,22
40,4,15,24,34,44,21
44,12,29,49,56,57,23
51,4,18,56,57,69,25
57,3,13,17,24,67,18
6,12,14,26,50,54,20
9,14,21,32,37,52,18
10,9,39,42,43,49,22
13,13,23,41,56,63,21
14,10,17,24,62,65,21
16,7,16,33,57,61,22
18,12,13,19,24,32,23
21,4,9,13,19,31,25
23,2,16,20,32,36,25
37,5,22,41,54,61,21
49,5,16,27,58,61,20
3,1,28,30,45,59,22
7,6,8,32,35,63,22
8,4,9,42,43,60,18
16,12,18,27,37,64,21
33,3,25,30,31,69,22
46,5,6,31,43,64,24
56,15,22,29,63,64,21
63,3,14,30,58,69,21
0,4,8,27,31,36,23
12,7,8,27,29,65,21
31,11,31,46,47,51,21
36,1,11,12,33,60,23
39,15,38,42,44,64,23
44,1,10,16,28,45,24
46,10,16,24,62,63,25
52,6,8,24,49,59,22
0,2,17,38,53,66,19
3,6,26,37,63,64,22
15,2,20,31,53,69,18
19,6,18,34,50,52,24
25,7,9,20,31,60,25
32,5,11,21,44,65,23
33,7,13,38,46,47,24
40,3,8,13,28,35,24
49,6,20,24,31,59,23
60,8,9,20,26,37,22
64,1,15,23,28,57,19
6,2,12,43,49,68,24
14,1,3,10,36,43,18
16,13,21,39,49,59,24
18,17,21,43,59,63,25
21,18,28,36,39,55,22
27,2,10,18,34,65,25
33,15,23,30,54,62,25
36,2,9,33,41,56,20
45,3,17,18,44,61,25
57,12,20,43,55,57,24
58,8,21,30,33,50,20
63,12,19,22,35,37,24
64,5,11,20,24,35,23
0,12,21,30,46,64,23
